age,workclass,marital-status,race,sex,native-country
48,Private,Never-married,Black,Female,United-States
51,Private,Married-civ-spouse,White,Male,United-States
29,Private,Never-married,Amer-Indian-Eskimo,Male,United-States
36,Local-gov,Separated,Black,Male,United-States
17,Private,Never-married,White,Female,United-States
52,Private,Divorced,White,Female,United-States
24,Private,Never-married,White,Male,United-States
24,Private,Married-civ-spouse,White,Male,United-States
26,Local-gov,Never-married,White,Male,United-States
27,Private,Never-married,White,Female,United-States
39,Private,Never-married,White,Male,United-States
30,Private,Married-civ-spouse,Black,Male,United-States
50,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
52,Self-emp-inc,Married-civ-spouse,White,Male,United-States
46,Private,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Female,United-States
45,Private,Widowed,Black,Female,United-States
65,Private,Widowed,Black,Female,United-States
29,Private,Married-civ-spouse,White,Male,United-States
47,Private,Married-spouse-absent,White,Male,El-Salvador
30,Private,Never-married,Black,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
38,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
49,Private,Married-civ-spouse,White,Male,United-States
47,Self-emp-not-inc,Never-married,Black,Female,United-States
49,Local-gov,Separated,Black,Female,United-States
43,Private,Married-civ-spouse,White,Male,United-States
30,Private,Married-civ-spouse,Black,Female,United-States
58,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,White,Female,United-States
21,Private,Never-married,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
47,Self-emp-inc,Married-civ-spouse,White,Male,Cuba
52,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
26,Private,Divorced,White,Male,United-States
60,Private,Married-civ-spouse,White,Male,United-States
21,Private,Never-married,White,Male,United-States
36,Private,Married-civ-spouse,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
50,Self-emp-inc,Separated,White,Male,United-States
31,Local-gov,Divorced,White,Female,United-States
71,Private,Married-civ-spouse,White,Male,United-States
58,*,Married-civ-spouse,White,Male,United-States
30,State-gov,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Male,United-States
24,Private,Never-married,White,Male,United-States
35,Private,Married-civ-spouse,Asian-Pac-Islander,Male,Taiwan
38,State-gov,Separated,White,Female,United-States
27,Private,Never-married,White,Female,United-States
29,State-gov,Never-married,Asian-Pac-Islander,Female,Philippines
70,*,Widowed,White,Female,United-States
34,Private,Married-civ-spouse,White,Male,United-States
44,Private,Married-civ-spouse,White,Male,United-States
43,Private,Married-civ-spouse,White,Male,United-States
44,Self-emp-not-inc,Married-civ-spouse,Black,Male,United-States
35,Private,Never-married,White,Male,United-States
27,Private,Never-married,White,Male,United-States
43,Local-gov,Never-married,White,Male,United-States
20,Private,Never-married,White,Female,United-States
42,Private,Divorced,White,Female,United-States
27,State-gov,Married-civ-spouse,White,Male,United-States
42,Private,Married-civ-spouse,Black,Male,United-States
20,*,Married-spouse-absent,Asian-Pac-Islander,Female,South
24,Private,Never-married,White,Male,United-States
48,Federal-gov,Divorced,White,Male,United-States
17,*,Never-married,White,Female,United-States
17,Self-emp-not-inc,Never-married,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
50,Self-emp-inc,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,White,Female,United-States
17,Private,Never-married,White,Male,United-States
32,Private,Married-civ-spouse,White,Male,Mexico
31,Private,Never-married,White,Male,United-States
58,Self-emp-not-inc,Widowed,White,Male,United-States
29,Local-gov,Never-married,White,Male,United-States
37,Private,Married-civ-spouse,White,Male,Portugal
34,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
23,Local-gov,Separated,Black,Male,United-States
18,State-gov,Never-married,White,Female,United-States
34,Private,Divorced,White,Female,United-States
66,*,Never-married,White,Male,United-States
45,Local-gov,Married-civ-spouse,White,Female,United-States
41,Private,Never-married,White,Male,Dominican-Republic
26,Private,Never-married,White,Male,United-States
54,Local-gov,Married-civ-spouse,White,Male,United-States
24,Private,Never-married,Black,Female,United-States
42,Private,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Male,United-States
23,State-gov,Never-married,White,Female,United-States
25,*,Never-married,White,Male,United-States
35,Private,Never-married,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
30,Private,Never-married,White,Female,Poland
19,Private,Never-married,White,Female,United-States
36,Local-gov,Never-married,White,Male,United-States
31,Private,Widowed,White,Female,Cuba
21,Private,Never-married,White,Male,United-States
31,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
46,Private,Divorced,White,Female,United-States
44,Private,Divorced,White,Female,United-States
40,Private,Married-civ-spouse,Black,Male,Jamaica
45,Private,Never-married,Black,Male,United-States
60,Private,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Male,United-States
28,Private,Married-civ-spouse,White,Male,United-States
36,Private,Divorced,Black,Female,United-States
36,Private,Separated,White,Male,*
40,Private,Married-civ-spouse,White,Male,United-States
36,Local-gov,Divorced,White,Female,Honduras
31,Private,Separated,Black,Female,United-States
33,Private,Married-civ-spouse,White,Male,United-States
19,State-gov,Never-married,White,Female,United-States
22,Private,Never-married,White,Female,United-States
34,Private,Married-civ-spouse,White,Male,United-States
33,Private,Never-married,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
29,Private,Never-married,White,Male,United-States
50,Local-gov,Married-civ-spouse,White,Male,United-States
42,Private,Married-civ-spouse,White,Male,United-States
43,Private,Never-married,White,Male,*
44,Private,Married-civ-spouse,White,Female,United-States
20,Private,Never-married,White,Female,United-States
31,Private,Married-civ-spouse,White,Male,Mexico
65,Self-emp-not-inc,Married-civ-spouse,White,Male,*
23,Private,Never-married,White,Female,United-States
55,Private,Divorced,Asian-Pac-Islander,Female,United-States
26,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Female,United-States
45,*,Married-civ-spouse,Black,Female,United-States
35,Private,Married-civ-spouse,White,Male,United-States
36,Private,Never-married,Black,Female,United-States
43,State-gov,Married-civ-spouse,White,Male,United-States
56,Private,Widowed,Black,Female,United-States
42,Private,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,White,Female,United-States
55,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
42,Private,Never-married,White,Female,United-States
26,Private,Never-married,White,Male,United-States
17,Private,Never-married,White,Male,United-States
42,Local-gov,Married-civ-spouse,White,Female,United-States
55,Private,Married-civ-spouse,White,Male,United-States
32,Private,Never-married,Black,Female,United-States
29,Private,Never-married,Black,Male,Haiti
46,State-gov,Married-civ-spouse,White,Male,United-States
29,State-gov,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,White,Male,United-States
58,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Male,United-States
39,Private,Never-married,White,Male,United-States
27,Private,Never-married,White,Male,United-States
54,Private,Married-civ-spouse,White,Male,United-States
33,Local-gov,Never-married,White,Female,United-States
46,Federal-gov,Married-civ-spouse,White,Female,United-States
37,Private,Never-married,Black,Male,United-States
36,Private,Never-married,White,Female,United-States
59,Local-gov,Married-civ-spouse,White,Female,United-States
34,Local-gov,Divorced,White,Male,Portugal
53,Self-emp-inc,Married-civ-spouse,White,Male,United-States
51,Private,Never-married,White,Male,United-States
32,Private,Separated,White,Female,United-States
31,State-gov,Married-spouse-absent,White,Male,United-States
22,Private,Married-civ-spouse,White,Female,Germany
47,Self-emp-not-inc,Divorced,White,Female,United-States
32,Private,Never-married,White,Male,United-States
26,Private,Never-married,White,Female,United-States
37,Private,Separated,White,Male,Guatemala
31,Private,Divorced,White,Male,United-States
37,Private,Married-civ-spouse,White,Female,United-States
55,Private,Never-married,White,Male,United-States
23,Local-gov,Divorced,White,Male,United-States
36,Private,Divorced,White,Female,United-States
34,Private,Married-civ-spouse,White,Male,*
43,Private,Married-civ-spouse,White,Male,United-States
54,Private,Never-married,White,Male,United-States
43,State-gov,Married-civ-spouse,White,Male,*
28,Private,Never-married,White,Female,United-States
40,Private,Married-civ-spouse,White,Male,United-States
41,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
40,Private,Never-married,Other,Female,United-States
42,Private,Divorced,Black,Female,United-States
61,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Male,United-States
59,*,Married-civ-spouse,White,Male,United-States
21,*,Never-married,White,Female,United-States
48,Private,Married-civ-spouse,White,Male,United-States
41,Self-emp-inc,Married-civ-spouse,White,Male,United-States
18,*,Never-married,White,Male,United-States
23,Private,Never-married,White,Female,United-States
60,Private,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,Black,Male,United-States
61,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,Black,Male,United-States
46,Private,Never-married,White,Male,United-States
43,Private,Married-civ-spouse,White,Male,England
43,Private,Divorced,White,Male,United-States
24,Private,Never-married,Black,Male,United-States
68,Self-emp-not-inc,Never-married,White,Male,United-States
31,Private,Divorced,White,Female,United-States
17,Private,Never-married,White,Female,United-States
32,Private,Married-civ-spouse,White,Male,United-States
50,*,Married-spouse-absent,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
64,Private,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Male,United-States
30,Private,Separated,White,Female,United-States
22,*,Never-married,Black,Male,United-States
43,Private,Divorced,White,Male,United-States
22,Private,Never-married,White,Male,United-States
17,Private,Never-married,White,Male,United-States
47,Self-emp-not-inc,Married-civ-spouse,White,Female,Italy
41,Private,Never-married,White,Female,United-States
56,Private,Married-civ-spouse,White,Male,United-States
64,Private,Married-civ-spouse,White,Male,United-States
47,Private,Married-civ-spouse,White,Male,United-States
48,Private,Never-married,White,Male,United-States
31,Private,Never-married,White,Female,United-States
29,Private,Never-married,White,Male,United-States
30,Private,Widowed,White,Female,United-States
32,Private,Married-civ-spouse,White,Male,United-States
57,Private,Widowed,White,Male,United-States
62,Private,Widowed,White,Female,United-States
39,Private,Separated,White,Female,United-States
43,Private,Never-married,White,Male,United-States
24,Self-emp-inc,Never-married,White,Male,United-States
42,*,Married-civ-spouse,White,Male,United-States
53,Private,Married-civ-spouse,White,Female,United-States
26,Private,Never-married,White,Male,United-States
73,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
72,*,Widowed,White,Female,United-States
55,Private,Married-civ-spouse,White,Male,United-States
25,Private,Divorced,White,Male,United-States
41,Private,Divorced,White,Female,United-States
24,Private,Never-married,White,Male,United-States
63,Private,Widowed,White,Male,United-States
17,Private,Never-married,White,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
51,Private,Married-civ-spouse,White,Male,United-States
62,Local-gov,Widowed,White,Female,United-States
55,Private,Married-civ-spouse,White,Male,United-States
43,Private,Divorced,White,Male,United-States
40,Local-gov,Divorced,White,Female,United-States
37,Private,Married-civ-spouse,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
31,Private,Never-married,White,Male,United-States
61,Private,Widowed,White,Female,United-States
26,Private,Divorced,White,Female,United-States
46,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,White,Female,United-States
48,State-gov,Divorced,White,Male,United-States
34,Private,Never-married,White,Male,United-States
